NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT02038010,"{""precision"": 0.22727272727272727, ""recall"": 0.7142857142857143, ""f1"": 0.3448275862068965}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}","{""precision"": 0.17391304347826086, ""recall"": 0.5714285714285714, ""f1"": 0.26666666666666666}","{""precision"": 0.2608695652173913, ""recall"": 0.8571428571428571, ""f1"": 0.4}"
NCT02038179,"{""precision"": 0.45, ""recall"": 0.9, ""f1"": 0.6}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}","{""precision"": 0.5333333333333333, ""recall"": 0.8, ""f1"": 0.64}","{""precision"": 0.45454545454545453, ""recall"": 0.5, ""f1"": 0.47619047619047616}"
NCT02041429,"{""precision"": 0.19230769230769232, ""recall"": 0.38461538461538464, ""f1"": 0.2564102564102564}","{""precision"": 0.2857142857142857, ""recall"": 0.3076923076923077, ""f1"": 0.29629629629629634}","{""precision"": 0.23529411764705882, ""recall"": 0.3076923076923077, ""f1"": 0.26666666666666666}","{""precision"": 0.19047619047619047, ""recall"": 0.3076923076923077, ""f1"": 0.23529411764705882}"
NCT02045446,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}","{""precision"": 0.17647058823529413, ""recall"": 0.375, ""f1"": 0.24}","{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}"
NCT02046395,"{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.42857142857142855, ""recall"": 0.75, ""f1"": 0.5454545454545454}","{""precision"": 0.5454545454545454, ""recall"": 0.75, ""f1"": 0.631578947368421}"
NCT02049814,"{""precision"": 0.15789473684210525, ""recall"": 0.2727272727272727, ""f1"": 0.19999999999999998}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}","{""precision"": 0.2222222222222222, ""recall"": 0.36363636363636365, ""f1"": 0.27586206896551724}","{""precision"": 0.5384615384615384, ""recall"": 0.6363636363636364, ""f1"": 0.5833333333333334}"
NCT02049944,"{""precision"": 0.2, ""recall"": 0.2857142857142857, ""f1"": 0.23529411764705882}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}","{""precision"": 0.16666666666666666, ""recall"": 0.2857142857142857, ""f1"": 0.2105263157894737}"
NCT02056626,"{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.5555555555555556, ""recall"": 0.8333333333333334, ""f1"": 0.6666666666666667}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.5555555555555556, ""recall"": 0.8333333333333334, ""f1"": 0.6666666666666667}"
NCT02058160,"{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.5, ""recall"": 0.5833333333333334, ""f1"": 0.5384615384615384}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}"
NCT02059005,"{""precision"": 0.25, ""recall"": 0.7142857142857143, ""f1"": 0.37037037037037035}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}","{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}"
NCT02059135,"{""precision"": 0.14285714285714285, ""recall"": 0.375, ""f1"": 0.20689655172413796}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.23809523809523808, ""recall"": 0.625, ""f1"": 0.3448275862068965}","{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}"
NCT02059278,"{""precision"": 0.14814814814814814, ""recall"": 0.4444444444444444, ""f1"": 0.2222222222222222}","{""precision"": 0.5555555555555556, ""recall"": 0.5555555555555556, ""f1"": 0.5555555555555556}","{""precision"": 0.13043478260869565, ""recall"": 0.3333333333333333, ""f1"": 0.18750000000000003}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}"
NCT02062645,"{""precision"": 0.375, ""recall"": 1.0, ""f1"": 0.5454545454545454}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT02063178,"{""precision"": 0.12, ""recall"": 0.42857142857142855, ""f1"": 0.1875}","{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}","{""precision"": 0.23529411764705882, ""recall"": 0.5714285714285714, ""f1"": 0.3333333333333333}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}"
NCT02065895,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT02068443,"{""precision"": 0.35294117647058826, ""recall"": 0.4, ""f1"": 0.37500000000000006}","{""precision"": 0.5, ""recall"": 0.4, ""f1"": 0.4444444444444445}","{""precision"": 0.35714285714285715, ""recall"": 0.3333333333333333, ""f1"": 0.3448275862068965}","{""precision"": 0.42857142857142855, ""recall"": 0.4, ""f1"": 0.4137931034482759}"
NCT02068885,"{""precision"": 0.0625, ""recall"": 0.3333333333333333, ""f1"": 0.10526315789473684}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.21052631578947367, ""recall"": 0.6666666666666666, ""f1"": 0.32}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}"
NCT02070991,"{""precision"": 0.6153846153846154, ""recall"": 0.4444444444444444, ""f1"": 0.5161290322580646}","{""precision"": 0.5454545454545454, ""recall"": 0.3333333333333333, ""f1"": 0.41379310344827586}","{""precision"": 0.5714285714285714, ""recall"": 0.4444444444444444, ""f1"": 0.5}","{""precision"": 0.7, ""recall"": 0.3888888888888889, ""f1"": 0.5}"
NCT02073682,"{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02073929,"{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.3333333333333333, ""recall"": 0.7142857142857143, ""f1"": 0.4545454545454545}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}"
NCT02079805,"{""precision"": 0.625, ""recall"": 0.7692307692307693, ""f1"": 0.6896551724137931}","{""precision"": 0.75, ""recall"": 0.6923076923076923, ""f1"": 0.7199999999999999}","{""precision"": 0.7857142857142857, ""recall"": 0.8461538461538461, ""f1"": 0.8148148148148148}","{""precision"": 0.6923076923076923, ""recall"": 0.6923076923076923, ""f1"": 0.6923076923076923}"
NCT02081001,"{""precision"": 0.05714285714285714, ""recall"": 0.3333333333333333, ""f1"": 0.09756097560975609}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.6875, ""recall"": 0.7333333333333333, ""f1"": 0.7096774193548386}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT02081014,"{""precision"": 0.16666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.24242424242424243}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}","{""precision"": 0.2857142857142857, ""recall"": 0.4444444444444444, ""f1"": 0.34782608695652173}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}"
NCT02087774,"{""precision"": 0.6666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.6666666666666666}","{""precision"": 0.7142857142857143, ""recall"": 0.8333333333333334, ""f1"": 0.7692307692307692}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.8333333333333334, ""recall"": 0.8333333333333334, ""f1"": 0.8333333333333334}"
NCT02091362,"{""precision"": 0.35294117647058826, ""recall"": 0.8571428571428571, ""f1"": 0.5}","{""precision"": 0.45454545454545453, ""recall"": 0.7142857142857143, ""f1"": 0.5555555555555556}","{""precision"": 0.46153846153846156, ""recall"": 0.8571428571428571, ""f1"": 0.6}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}"
NCT02099110,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}"
NCT02099838,"{""precision"": 0.43478260869565216, ""recall"": 0.4166666666666667, ""f1"": 0.425531914893617}","{""precision"": 0.8666666666666667, ""recall"": 0.48148148148148145, ""f1"": 0.6190476190476191}","{""precision"": 0.4375, ""recall"": 0.2916666666666667, ""f1"": 0.35000000000000003}","{""precision"": 0.6470588235294118, ""recall"": 0.4583333333333333, ""f1"": 0.5365853658536585}"
NCT02100189,"{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}"
NCT02102204,"{""precision"": 0.4375, ""recall"": 0.875, ""f1"": 0.5833333333333334}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.5384615384615384, ""recall"": 0.875, ""f1"": 0.6666666666666667}","{""precision"": 0.4166666666666667, ""recall"": 0.625, ""f1"": 0.5}"
NCT02104739,"{""precision"": 0.21052631578947367, ""recall"": 0.5, ""f1"": 0.2962962962962963}","{""precision"": 0.23529411764705882, ""recall"": 0.5, ""f1"": 0.31999999999999995}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}","{""precision"": 0.23529411764705882, ""recall"": 0.5, ""f1"": 0.31999999999999995}"
NCT02104804,"{""precision"": 0.4117647058823529, ""recall"": 0.6363636363636364, ""f1"": 0.5}","{""precision"": 0.5833333333333334, ""recall"": 0.6363636363636364, ""f1"": 0.6086956521739131}","{""precision"": 0.4666666666666667, ""recall"": 0.6363636363636364, ""f1"": 0.5384615384615385}","{""precision"": 0.4666666666666667, ""recall"": 0.6363636363636364, ""f1"": 0.5384615384615385}"
NCT02106884,"{""precision"": 0.2, ""recall"": 0.7142857142857143, ""f1"": 0.3125}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.25, ""recall"": 0.7142857142857143, ""f1"": 0.37037037037037035}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}"
NCT02107443,"{""precision"": 0.35714285714285715, ""recall"": 0.5, ""f1"": 0.41666666666666663}","{""precision"": 0.4666666666666667, ""recall"": 0.7, ""f1"": 0.56}","{""precision"": 0.4444444444444444, ""recall"": 0.8, ""f1"": 0.5714285714285714}","{""precision"": 0.5384615384615384, ""recall"": 0.7, ""f1"": 0.608695652173913}"
NCT02109029,"{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.4444444444444444, ""recall"": 0.5, ""f1"": 0.47058823529411764}"
NCT02111980,"{""precision"": 0.21052631578947367, ""recall"": 0.4444444444444444, ""f1"": 0.2857142857142857}","{""precision"": 0.17647058823529413, ""recall"": 0.3333333333333333, ""f1"": 0.23076923076923078}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.2, ""recall"": 0.2222222222222222, ""f1"": 0.2105263157894737}"
NCT02114814,"{""precision"": 0.5625, ""recall"": 0.6923076923076923, ""f1"": 0.6206896551724138}","{""precision"": 0.6923076923076923, ""recall"": 0.6923076923076923, ""f1"": 0.6923076923076923}","{""precision"": 0.625, ""recall"": 0.7692307692307693, ""f1"": 0.6896551724137931}","{""precision"": 0.8181818181818182, ""recall"": 0.6923076923076923, ""f1"": 0.7500000000000001}"
NCT02114892,"{""precision"": 0.9, ""recall"": 0.36, ""f1"": 0.5142857142857143}","{""precision"": 0.9230769230769231, ""recall"": 0.48, ""f1"": 0.631578947368421}","{""precision"": 1.0, ""recall"": 0.44, ""f1"": 0.6111111111111112}","{""precision"": 1.0, ""recall"": 0.48, ""f1"": 0.6486486486486487}"
NCT02124460,"{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}","{""precision"": 0.3333333333333333, ""recall"": 0.7142857142857143, ""f1"": 0.4545454545454545}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}"
NCT02127710,"{""precision"": 0.08108108108108109, ""recall"": 0.2727272727272727, ""f1"": 0.125}","{""precision"": 0.2, ""recall"": 0.36363636363636365, ""f1"": 0.25806451612903225}","{""precision"": 0.2222222222222222, ""recall"": 0.36363636363636365, ""f1"": 0.27586206896551724}","{""precision"": 0.15, ""recall"": 0.2727272727272727, ""f1"": 0.19354838709677416}"
NCT02129608,"{""precision"": 0.08333333333333333, ""recall"": 0.375, ""f1"": 0.13636363636363638}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}"
NCT02130427,"{""precision"": 0.23809523809523808, ""recall"": 0.8333333333333334, ""f1"": 0.37037037037037035}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02134314,"{""precision"": 0.46153846153846156, ""recall"": 0.4, ""f1"": 0.42857142857142855}","{""precision"": 0.4166666666666667, ""recall"": 0.3333333333333333, ""f1"": 0.3703703703703704}","{""precision"": 0.14285714285714285, ""recall"": 0.26666666666666666, ""f1"": 0.18604651162790697}","{""precision"": 0.38461538461538464, ""recall"": 0.3333333333333333, ""f1"": 0.3571428571428571}"
NCT02137512,"{""precision"": 0.15151515151515152, ""recall"": 0.5555555555555556, ""f1"": 0.2380952380952381}","{""precision"": 0.5, ""recall"": 0.7777777777777778, ""f1"": 0.6086956521739131}","{""precision"": 0.375, ""recall"": 0.6666666666666666, ""f1"": 0.4800000000000001}","{""precision"": 0.23076923076923078, ""recall"": 0.6666666666666666, ""f1"": 0.3428571428571429}"
NCT02138240,"{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}"
NCT02147626,"{""precision"": 0.2631578947368421, ""recall"": 0.5, ""f1"": 0.3448275862068966}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}","{""precision"": 0.2222222222222222, ""recall"": 0.4, ""f1"": 0.2857142857142857}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}"
NCT02151643,"{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.5555555555555556, ""recall"": 0.8333333333333334, ""f1"": 0.6666666666666667}"
NCT02166346,"{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}"
NCT02168309,"{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT02168660,"{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02171429,"{""precision"": 0.3157894736842105, ""recall"": 0.6666666666666666, ""f1"": 0.42857142857142855}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.42857142857142855, ""recall"": 0.75, ""f1"": 0.5454545454545454}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}"
NCT02175212,"{""precision"": 0.35294117647058826, ""recall"": 0.5454545454545454, ""f1"": 0.42857142857142855}","{""precision"": 0.6, ""recall"": 0.5, ""f1"": 0.5454545454545454}","{""precision"": 0.38461538461538464, ""recall"": 0.4166666666666667, ""f1"": 0.4}","{""precision"": 0.6666666666666666, ""recall"": 0.5454545454545454, ""f1"": 0.6}"
NCT02182830,"{""precision"": 0.2631578947368421, ""recall"": 0.8333333333333334, ""f1"": 0.39999999999999997}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}"
NCT02182895,"{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.5555555555555556, ""recall"": 0.8333333333333334, ""f1"": 0.6666666666666667}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}"
NCT02186652,"{""precision"": 0.16666666666666666, ""recall"": 0.2727272727272727, ""f1"": 0.20689655172413793}","{""precision"": 0.21428571428571427, ""recall"": 0.2727272727272727, ""f1"": 0.23999999999999996}","{""precision"": 0.5, ""recall"": 0.6363636363636364, ""f1"": 0.56}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}"
NCT02191137,"{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}","{""precision"": 0.3, ""recall"": 0.3333333333333333, ""f1"": 0.3157894736842105}","{""precision"": 0.3333333333333333, ""recall"": 0.5555555555555556, ""f1"": 0.4166666666666667}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}"
NCT02192905,"{""precision"": 0.15384615384615385, ""recall"": 0.5, ""f1"": 0.23529411764705882}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.35294117647058826, ""recall"": 0.75, ""f1"": 0.48}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}"
NCT02194465,"{""precision"": 0.5625, ""recall"": 0.8181818181818182, ""f1"": 0.6666666666666666}","{""precision"": 0.6363636363636364, ""recall"": 0.6363636363636364, ""f1"": 0.6363636363636364}","{""precision"": 0.6923076923076923, ""recall"": 0.8181818181818182, ""f1"": 0.7500000000000001}","{""precision"": 0.8, ""recall"": 0.7272727272727273, ""f1"": 0.761904761904762}"
NCT02196701,"{""precision"": 0.17391304347826086, ""recall"": 0.6666666666666666, ""f1"": 0.27586206896551724}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT02201212,"{""precision"": 0.12, ""recall"": 0.5, ""f1"": 0.1935483870967742}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}"
NCT02203916,"{""precision"": 0.4375, ""recall"": 0.6363636363636364, ""f1"": 0.5185185185185185}","{""precision"": 0.47058823529411764, ""recall"": 0.7272727272727273, ""f1"": 0.5714285714285714}","{""precision"": 0.5, ""recall"": 0.7272727272727273, ""f1"": 0.5925925925925926}","{""precision"": 0.36363636363636365, ""recall"": 0.36363636363636365, ""f1"": 0.36363636363636365}"
NCT02211014,"{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT02211131,"{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT02214017,"{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.4166666666666667, ""recall"": 0.625, ""f1"": 0.5}","{""precision"": 0.4444444444444444, ""recall"": 0.5, ""f1"": 0.47058823529411764}"
NCT02214186,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.29411764705882354, ""recall"": 0.5, ""f1"": 0.37037037037037035}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}"
NCT02215967,"{""precision"": 0.047619047619047616, ""recall"": 0.3333333333333333, ""f1"": 0.08333333333333333}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}","{""precision"": 0.18181818181818182, ""recall"": 0.6666666666666666, ""f1"": 0.28571428571428575}","{""precision"": 0.19047619047619047, ""recall"": 0.6666666666666666, ""f1"": 0.2962962962962963}"
NCT02220894,"{""precision"": 0.3157894736842105, ""recall"": 1.0, ""f1"": 0.4799999999999999}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.46153846153846156, ""recall"": 1.0, ""f1"": 0.631578947368421}","{""precision"": 0.25, ""recall"": 0.8333333333333334, ""f1"": 0.3846153846153846}"
NCT02224820,"{""precision"": 0.14285714285714285, ""recall"": 0.6666666666666666, ""f1"": 0.23529411764705882}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT02227862,"{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.6363636363636364, ""recall"": 0.5833333333333334, ""f1"": 0.6086956521739131}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.6666666666666666, ""recall"": 0.5, ""f1"": 0.5714285714285715}"
NCT02229214,"{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}","{""precision"": 0.3125, ""recall"": 0.7142857142857143, ""f1"": 0.43478260869565216}","{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}"
NCT02229552,"{""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.3333333333333333}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.38461538461538464, ""recall"": 0.5555555555555556, ""f1"": 0.4545454545454546}","{""precision"": 0.3333333333333333, ""recall"": 0.4444444444444444, ""f1"": 0.380952380952381}"
NCT02230891,"{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}","{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}","{""precision"": 0.3125, ""recall"": 0.625, ""f1"": 0.4166666666666667}"
NCT02232126,"{""precision"": 0.5625, ""recall"": 0.42857142857142855, ""f1"": 0.4864864864864864}","{""precision"": 0.8, ""recall"": 0.5714285714285714, ""f1"": 0.6666666666666666}","{""precision"": 0.7142857142857143, ""recall"": 0.47619047619047616, ""f1"": 0.5714285714285714}","{""precision"": 1.0, ""recall"": 0.42857142857142855, ""f1"": 0.6}"
NCT02234063,"{""precision"": 0.4375, ""recall"": 0.5833333333333334, ""f1"": 0.5}","{""precision"": 0.38461538461538464, ""recall"": 0.4166666666666667, ""f1"": 0.4}","{""precision"": 0.5333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.5925925925925926}","{""precision"": 0.4, ""recall"": 0.3333333333333333, ""f1"": 0.3636363636363636}"
NCT02234141,"{""precision"": 0.35, ""recall"": 0.5, ""f1"": 0.4117647058823529}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}","{""precision"": 0.38095238095238093, ""recall"": 0.5714285714285714, ""f1"": 0.4571428571428571}","{""precision"": 0.35294117647058826, ""recall"": 0.42857142857142855, ""f1"": 0.3870967741935484}"
