NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT01964430,"{""precision"": 0.05263157894736842, ""recall"": 0.08333333333333333, ""f1"": 0.06451612903225808}","{""precision"": 0.2777777777777778, ""recall"": 0.4166666666666667, ""f1"": 0.33333333333333337}","{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}"
NCT01973972,"{""precision"": 0.05263157894736842, ""recall"": 0.16666666666666666, ""f1"": 0.08}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}"
NCT01975428,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}"
NCT01980914,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}"
NCT01982448,"{""precision"": 0.09523809523809523, ""recall"": 0.2857142857142857, ""f1"": 0.14285714285714285}","{""precision"": 0.2, ""recall"": 0.5714285714285714, ""f1"": 0.29629629629629634}","{""precision"": 0.13043478260869565, ""recall"": 0.42857142857142855, ""f1"": 0.2}","{""precision"": 0.2, ""recall"": 0.5714285714285714, ""f1"": 0.29629629629629634}"
NCT01986855,"{""precision"": 0.23529411764705882, ""recall"": 0.5714285714285714, ""f1"": 0.3333333333333333}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.16, ""recall"": 0.5714285714285714, ""f1"": 0.25}","{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}"
NCT01986881,"{""precision"": 0.23529411764705882, ""recall"": 0.4, ""f1"": 0.29629629629629634}","{""precision"": 0.35714285714285715, ""recall"": 0.5, ""f1"": 0.41666666666666663}","{""precision"": 0.2777777777777778, ""recall"": 0.5, ""f1"": 0.35714285714285715}","{""precision"": 0.35, ""recall"": 0.7, ""f1"": 0.4666666666666667}"
NCT01986920,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT01989546,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}"
NCT01994746,"{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}"
NCT01996813,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.25, ""f1"": 0.28571428571428575}","{""precision"": 0.21428571428571427, ""recall"": 0.25, ""f1"": 0.23076923076923075}","{""precision"": 0.4, ""recall"": 0.3333333333333333, ""f1"": 0.3636363636363636}"
NCT01998243,"{""precision"": 0.17647058823529413, ""recall"": 0.16666666666666666, ""f1"": 0.17142857142857143}","{""precision"": 0.38461538461538464, ""recall"": 0.2777777777777778, ""f1"": 0.3225806451612903}","{""precision"": 0.17647058823529413, ""recall"": 0.16666666666666666, ""f1"": 0.17142857142857143}","{""precision"": 0.5, ""recall"": 0.3333333333333333, ""f1"": 0.4}"
NCT02000427,"{""precision"": 0.15384615384615385, ""recall"": 0.2, ""f1"": 0.17391304347826086}","{""precision"": 0.45454545454545453, ""recall"": 0.5, ""f1"": 0.47619047619047616}","{""precision"": 0.25, ""recall"": 0.4, ""f1"": 0.3076923076923077}","{""precision"": 0.6363636363636364, ""recall"": 0.7, ""f1"": 0.6666666666666666}"
NCT02003963,"{""precision"": 0.0625, ""recall"": 0.02857142857142857, ""f1"": 0.0392156862745098}","{""precision"": 0.6363636363636364, ""recall"": 0.2, ""f1"": 0.30434782608695654}","{""precision"": 0.13333333333333333, ""recall"": 0.05714285714285714, ""f1"": 0.08}","{""precision"": 0.6666666666666666, ""recall"": 0.22857142857142856, ""f1"": 0.3404255319148936}"
NCT02006979,"{""precision"": 0.10526315789473684, ""recall"": 0.14285714285714285, ""f1"": 0.12121212121212122}","{""precision"": 0.38461538461538464, ""recall"": 0.35714285714285715, ""f1"": 0.3703703703703704}","{""precision"": 0.125, ""recall"": 0.14285714285714285, ""f1"": 0.13333333333333333}","{""precision"": 0.4, ""recall"": 0.2857142857142857, ""f1"": 0.3333333333333333}"
NCT02008682,"{""precision"": 0.3333333333333333, ""recall"": 0.7142857142857143, ""f1"": 0.4545454545454545}","{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}"
NCT02010359,"{""precision"": 0.058823529411764705, ""recall"": 0.125, ""f1"": 0.07999999999999999}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}","{""precision"": 0.15789473684210525, ""recall"": 0.375, ""f1"": 0.22222222222222218}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}"
NCT02010684,"{""precision"": 0.16666666666666666, ""recall"": 0.23076923076923078, ""f1"": 0.1935483870967742}","{""precision"": 0.6666666666666666, ""recall"": 0.46153846153846156, ""f1"": 0.5454545454545455}","{""precision"": 0.18181818181818182, ""recall"": 0.15384615384615385, ""f1"": 0.16666666666666669}","{""precision"": 0.5, ""recall"": 0.3076923076923077, ""f1"": 0.380952380952381}"
NCT02014740,"{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}"
NCT02017223,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.17647058823529413, ""recall"": 0.42857142857142855, ""f1"": 0.25}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT02017444,"{""precision"": 0.04, ""recall"": 0.06666666666666667, ""f1"": 0.05}","{""precision"": 0.375, ""recall"": 0.4, ""f1"": 0.38709677419354843}","{""precision"": 0.23076923076923078, ""recall"": 0.2, ""f1"": 0.21428571428571427}","{""precision"": 0.2727272727272727, ""recall"": 0.2, ""f1"": 0.23076923076923075}"
NCT02021292,"{""precision"": 0.2777777777777778, ""recall"": 0.5, ""f1"": 0.35714285714285715}","{""precision"": 0.6363636363636364, ""recall"": 0.7, ""f1"": 0.6666666666666666}","{""precision"": 0.2608695652173913, ""recall"": 0.6, ""f1"": 0.36363636363636365}","{""precision"": 0.4166666666666667, ""recall"": 0.5, ""f1"": 0.45454545454545453}"
NCT02024750,"{""precision"": 0.26666666666666666, ""recall"": 0.4, ""f1"": 0.32}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}","{""precision"": 0.23529411764705882, ""recall"": 0.4, ""f1"": 0.29629629629629634}","{""precision"": 0.5, ""recall"": 0.4, ""f1"": 0.4444444444444445}"
NCT02029976,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT02029989,"{""precision"": 0.1, ""recall"": 0.18181818181818182, ""f1"": 0.12903225806451613}","{""precision"": 0.21428571428571427, ""recall"": 0.2727272727272727, ""f1"": 0.23999999999999996}","{""precision"": 0.14285714285714285, ""recall"": 0.2727272727272727, ""f1"": 0.18749999999999997}","{""precision"": 0.21428571428571427, ""recall"": 0.2727272727272727, ""f1"": 0.23999999999999996}"
NCT02030119,"{""precision"": 0.2, ""recall"": 0.2222222222222222, ""f1"": 0.2105263157894737}","{""precision"": 0.5, ""recall"": 0.4444444444444444, ""f1"": 0.47058823529411764}","{""precision"": 0.125, ""recall"": 0.1111111111111111, ""f1"": 0.11764705882352941}","{""precision"": 0.2857142857142857, ""recall"": 0.2222222222222222, ""f1"": 0.25}"
NCT02033889,"{""precision"": 0.3333333333333333, ""recall"": 0.29411764705882354, ""f1"": 0.3125}","{""precision"": 0.3333333333333333, ""recall"": 0.23529411764705882, ""f1"": 0.27586206896551724}","{""precision"": 0.42857142857142855, ""recall"": 0.35294117647058826, ""f1"": 0.3870967741935484}","{""precision"": 0.5, ""recall"": 0.4117647058823529, ""f1"": 0.45161290322580644}"
NCT02036541,"{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}","{""precision"": 0.5, ""recall"": 0.7142857142857143, ""f1"": 0.588235294117647}","{""precision"": 0.125, ""recall"": 0.2857142857142857, ""f1"": 0.17391304347826086}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT02038010,"{""precision"": 0.045454545454545456, ""recall"": 0.14285714285714285, ""f1"": 0.06896551724137931}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.043478260869565216, ""recall"": 0.14285714285714285, ""f1"": 0.06666666666666667}","{""precision"": 0.13043478260869565, ""recall"": 0.42857142857142855, ""f1"": 0.2}"
NCT02038179,"{""precision"": 0.2222222222222222, ""recall"": 0.4, ""f1"": 0.2857142857142857}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.5454545454545454, ""recall"": 0.6, ""f1"": 0.5714285714285713}"
NCT02041429,"{""precision"": 0.038461538461538464, ""recall"": 0.07692307692307693, ""f1"": 0.05128205128205129}","{""precision"": 0.21428571428571427, ""recall"": 0.23076923076923078, ""f1"": 0.22222222222222224}","{""precision"": 0.058823529411764705, ""recall"": 0.07692307692307693, ""f1"": 0.06666666666666667}","{""precision"": 0.14285714285714285, ""recall"": 0.23076923076923078, ""f1"": 0.17647058823529413}"
NCT02045446,"{""precision"": 0.05, ""recall"": 0.125, ""f1"": 0.07142857142857144}","{""precision"": 0.21428571428571427, ""recall"": 0.375, ""f1"": 0.2727272727272727}","{""precision"": 0.058823529411764705, ""recall"": 0.125, ""f1"": 0.07999999999999999}","{""precision"": 0.16666666666666666, ""recall"": 0.375, ""f1"": 0.23076923076923078}"
NCT02046395,"{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.5454545454545454, ""recall"": 0.75, ""f1"": 0.631578947368421}"
NCT02049814,"{""precision"": 0.05263157894736842, ""recall"": 0.09090909090909091, ""f1"": 0.06666666666666667}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}","{""precision"": 0.16666666666666666, ""recall"": 0.2727272727272727, ""f1"": 0.20689655172413793}","{""precision"": 0.5384615384615384, ""recall"": 0.6363636363636364, ""f1"": 0.5833333333333334}"
NCT02049944,"{""precision"": 0.1, ""recall"": 0.14285714285714285, ""f1"": 0.11764705882352941}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.08333333333333333, ""recall"": 0.14285714285714285, ""f1"": 0.10526315789473685}"
NCT02056626,"{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT02058160,"{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.5, ""recall"": 0.5833333333333334, ""f1"": 0.5384615384615384}","{""precision"": 0.35, ""recall"": 0.5833333333333334, ""f1"": 0.4375}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}"
NCT02059005,"{""precision"": 0.05, ""recall"": 0.14285714285714285, ""f1"": 0.07407407407407408}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.06666666666666667, ""recall"": 0.14285714285714285, ""f1"": 0.09090909090909091}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}"
NCT02059135,"{""precision"": 0.047619047619047616, ""recall"": 0.125, ""f1"": 0.06896551724137931}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.13636363636363635, ""recall"": 0.375, ""f1"": 0.19999999999999998}","{""precision"": 0.15789473684210525, ""recall"": 0.375, ""f1"": 0.22222222222222218}"
NCT02059278,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.3333333333333333}","{""precision"": 0.043478260869565216, ""recall"": 0.1111111111111111, ""f1"": 0.0625}","{""precision"": 0.3, ""recall"": 0.3333333333333333, ""f1"": 0.3157894736842105}"
NCT02062645,"{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT02063178,"{""precision"": 0.04, ""recall"": 0.14285714285714285, ""f1"": 0.0625}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.058823529411764705, ""recall"": 0.14285714285714285, ""f1"": 0.08333333333333333}","{""precision"": 0.38461538461538464, ""recall"": 0.7142857142857143, ""f1"": 0.5}"
NCT02065895,"{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.5, ""recall"": 0.6666666666666666, ""f1"": 0.5714285714285715}"
NCT02068443,"{""precision"": 0.23529411764705882, ""recall"": 0.26666666666666666, ""f1"": 0.25}","{""precision"": 0.5, ""recall"": 0.4, ""f1"": 0.4444444444444445}","{""precision"": 0.2857142857142857, ""recall"": 0.26666666666666666, ""f1"": 0.2758620689655172}","{""precision"": 0.42857142857142855, ""recall"": 0.4, ""f1"": 0.4137931034482759}"
NCT02068885,"{""precision"": 0.03225806451612903, ""recall"": 0.16666666666666666, ""f1"": 0.05405405405405405}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT02070991,"{""precision"": 0.16666666666666666, ""recall"": 0.1111111111111111, ""f1"": 0.13333333333333333}","{""precision"": 0.45454545454545453, ""recall"": 0.2777777777777778, ""f1"": 0.3448275862068966}","{""precision"": 0.35714285714285715, ""recall"": 0.2777777777777778, ""f1"": 0.31250000000000006}","{""precision"": 0.5, ""recall"": 0.2777777777777778, ""f1"": 0.35714285714285715}"
NCT02073682,"{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT02073929,"{""precision"": 0.1, ""recall"": 0.14285714285714285, ""f1"": 0.11764705882352941}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.14285714285714285, ""recall"": 0.2857142857142857, ""f1"": 0.19047619047619047}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}"
NCT02079805,"{""precision"": 0.3125, ""recall"": 0.38461538461538464, ""f1"": 0.3448275862068966}","{""precision"": 0.5, ""recall"": 0.46153846153846156, ""f1"": 0.48000000000000004}","{""precision"": 0.42857142857142855, ""recall"": 0.46153846153846156, ""f1"": 0.4444444444444445}","{""precision"": 0.46153846153846156, ""recall"": 0.46153846153846156, ""f1"": 0.46153846153846156}"
NCT02081001,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT02081014,"{""precision"": 0.08695652173913043, ""recall"": 0.2222222222222222, ""f1"": 0.125}","{""precision"": 0.5, ""recall"": 0.5555555555555556, ""f1"": 0.5263157894736842}","{""precision"": 0.2857142857142857, ""recall"": 0.4444444444444444, ""f1"": 0.34782608695652173}","{""precision"": 0.5454545454545454, ""recall"": 0.6666666666666666, ""f1"": 0.6}"
NCT02087774,"{""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.3333333333333333}","{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.6666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.6666666666666666}"
NCT02091362,"{""precision"": 0.11764705882352941, ""recall"": 0.2857142857142857, ""f1"": 0.16666666666666666}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}","{""precision"": 0.15384615384615385, ""recall"": 0.2857142857142857, ""f1"": 0.2}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}"
NCT02099110,"{""precision"": 0.25, ""recall"": 0.625, ""f1"": 0.35714285714285715}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}"
NCT02099838,"{""precision"": 0.14285714285714285, ""recall"": 0.125, ""f1"": 0.13333333333333333}","{""precision"": 0.6153846153846154, ""recall"": 0.3333333333333333, ""f1"": 0.43243243243243246}","{""precision"": 0.3125, ""recall"": 0.20833333333333334, ""f1"": 0.25}","{""precision"": 0.6, ""recall"": 0.375, ""f1"": 0.4615384615384615}"
NCT02100189,"{""precision"": 0.11764705882352941, ""recall"": 0.2857142857142857, ""f1"": 0.16666666666666666}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.17647058823529413, ""recall"": 0.42857142857142855, ""f1"": 0.25}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}"
NCT02102204,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}"
NCT02104739,"{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}","{""precision"": 0.17647058823529413, ""recall"": 0.375, ""f1"": 0.24}","{""precision"": 0.09523809523809523, ""recall"": 0.25, ""f1"": 0.13793103448275862}","{""precision"": 0.23529411764705882, ""recall"": 0.5, ""f1"": 0.31999999999999995}"
NCT02104804,"{""precision"": 0.35294117647058826, ""recall"": 0.5454545454545454, ""f1"": 0.42857142857142855}","{""precision"": 0.5833333333333334, ""recall"": 0.6363636363636364, ""f1"": 0.6086956521739131}","{""precision"": 0.3333333333333333, ""recall"": 0.45454545454545453, ""f1"": 0.3846153846153846}","{""precision"": 0.4666666666666667, ""recall"": 0.6363636363636364, ""f1"": 0.5384615384615385}"
NCT02106884,"{""precision"": 0.12, ""recall"": 0.42857142857142855, ""f1"": 0.1875}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}","{""precision"": 0.2, ""recall"": 0.5714285714285714, ""f1"": 0.29629629629629634}","{""precision"": 0.6666666666666666, ""recall"": 0.8571428571428571, ""f1"": 0.75}"
NCT02107443,"{""precision"": 0.14285714285714285, ""recall"": 0.2, ""f1"": 0.16666666666666666}","{""precision"": 0.4, ""recall"": 0.6, ""f1"": 0.48}","{""precision"": 0.2222222222222222, ""recall"": 0.4, ""f1"": 0.2857142857142857}","{""precision"": 0.38461538461538464, ""recall"": 0.5, ""f1"": 0.4347826086956522}"
NCT02109029,"{""precision"": 0.3, ""recall"": 0.375, ""f1"": 0.33333333333333326}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}","{""precision"": 0.4444444444444444, ""recall"": 0.5, ""f1"": 0.47058823529411764}"
NCT02111980,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.17647058823529413, ""recall"": 0.3333333333333333, ""f1"": 0.23076923076923078}","{""precision"": 0.21428571428571427, ""recall"": 0.3333333333333333, ""f1"": 0.2608695652173913}","{""precision"": 0.2, ""recall"": 0.2222222222222222, ""f1"": 0.2105263157894737}"
NCT02114814,"{""precision"": 0.1875, ""recall"": 0.23076923076923078, ""f1"": 0.20689655172413793}","{""precision"": 0.5384615384615384, ""recall"": 0.5384615384615384, ""f1"": 0.5384615384615384}","{""precision"": 0.1875, ""recall"": 0.23076923076923078, ""f1"": 0.20689655172413793}","{""precision"": 0.5454545454545454, ""recall"": 0.46153846153846156, ""f1"": 0.4999999999999999}"
NCT02114892,"{""precision"": 0.7, ""recall"": 0.28, ""f1"": 0.4}","{""precision"": 0.7692307692307693, ""recall"": 0.4, ""f1"": 0.5263157894736842}","{""precision"": 0.7272727272727273, ""recall"": 0.32, ""f1"": 0.4444444444444444}","{""precision"": 0.8333333333333334, ""recall"": 0.4, ""f1"": 0.5405405405405406}"
NCT02124460,"{""precision"": 0.18181818181818182, ""recall"": 0.2857142857142857, ""f1"": 0.2222222222222222}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.13333333333333333, ""recall"": 0.2857142857142857, ""f1"": 0.18181818181818182}","{""precision"": 0.36363636363636365, ""recall"": 0.5714285714285714, ""f1"": 0.4444444444444444}"
NCT02127710,"{""precision"": 0.02702702702702703, ""recall"": 0.09090909090909091, ""f1"": 0.04166666666666667}","{""precision"": 0.2, ""recall"": 0.36363636363636365, ""f1"": 0.25806451612903225}","{""precision"": 0.1111111111111111, ""recall"": 0.18181818181818182, ""f1"": 0.13793103448275862}","{""precision"": 0.15, ""recall"": 0.2727272727272727, ""f1"": 0.19354838709677416}"
NCT02129608,"{""precision"": 0.05555555555555555, ""recall"": 0.25, ""f1"": 0.0909090909090909}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}","{""precision"": 0.2, ""recall"": 0.375, ""f1"": 0.26086956521739135}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}"
NCT02130427,"{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02134314,"{""precision"": 0.23076923076923078, ""recall"": 0.2, ""f1"": 0.21428571428571427}","{""precision"": 0.5, ""recall"": 0.4, ""f1"": 0.4444444444444445}","{""precision"": 0.14285714285714285, ""recall"": 0.26666666666666666, ""f1"": 0.18604651162790697}","{""precision"": 0.38461538461538464, ""recall"": 0.3333333333333333, ""f1"": 0.3571428571428571}"
NCT02137512,"{""precision"": 0.09090909090909091, ""recall"": 0.3333333333333333, ""f1"": 0.14285714285714288}","{""precision"": 0.5, ""recall"": 0.7777777777777778, ""f1"": 0.6086956521739131}","{""precision"": 0.375, ""recall"": 0.6666666666666666, ""f1"": 0.4800000000000001}","{""precision"": 0.2692307692307692, ""recall"": 0.7777777777777778, ""f1"": 0.39999999999999997}"
NCT02138240,"{""precision"": 0.0625, ""recall"": 0.125, ""f1"": 0.08333333333333333}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.05555555555555555, ""recall"": 0.125, ""f1"": 0.07692307692307691}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}"
NCT02147626,"{""precision"": 0.05263157894736842, ""recall"": 0.1, ""f1"": 0.06896551724137931}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}","{""precision"": 0.05555555555555555, ""recall"": 0.1, ""f1"": 0.07142857142857142}","{""precision"": 0.2727272727272727, ""recall"": 0.3, ""f1"": 0.28571428571428564}"
NCT02151643,"{""precision"": 0.14285714285714285, ""recall"": 0.16666666666666666, ""f1"": 0.15384615384615383}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT02166346,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2, ""recall"": 0.2857142857142857, ""f1"": 0.23529411764705882}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.42857142857142855, ""f1"": 0.375}"
